Causas (lista reducida);Sexo;Provincia de residencia;Total
063 Neumonía;Hombres;13 Ciudad Real;83
063 Neumonía;Hombres;14 Córdoba;79
063 Neumonía;Hombres;15 Coruña, A;106
063 Neumonía;Hombres;16 Cuenca;43
063 Neumonía;Hombres;20 Gipuzkoa;42
063 Neumonía;Hombres;17 Girona;54
063 Neumonía;Hombres;18 Granada;63
063 Neumonía;Hombres;19 Guadalajara;25
063 Neumonía;Hombres;21 Huelva;38
063 Neumonía;Hombres;22 Huesca;23
063 Neumonía;Hombres;23 Jaén;79
063 Neumonía;Hombres;24 León;69
063 Neumonía;Hombres;25 Lleida;41
063 Neumonía;Hombres;27 Lugo;49
063 Neumonía;Hombres;28 Madrid;732
063 Neumonía;Hombres;29 Málaga;133
063 Neumonía;Hombres;30 Murcia;153
063 Neumonía;Hombres;31 Navarra;25
063 Neumonía;Hombres;32 Ourense;66
063 Neumonía;Hombres;34 Palencia;16
063 Neumonía;Hombres;36 Pontevedra;101
063 Neumonía;Hombres;26 Rioja, La;25
063 Neumonía;Hombres;37 Salamanca;32
063 Neumonía;Hombres;40 Segovia;22
063 Neumonía;Hombres;41 Sevilla;188
063 Neumonía;Hombres;42 Soria;16
063 Neumonía;Hombres;43 Tarragona;83
063 Neumonía;Hombres;44 Teruel;31
063 Neumonía;Hombres;45 Toledo;96
063 Neumonía;Hombres;46 Valencia/València;305
063 Neumonía;Hombres;47 Valladolid;50
063 Neumonía;Hombres;49 Zamora;38
063 Neumonía;Hombres;50 Zaragoza;169
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;02 Albacete;85
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;03 Alicante/Alacant;360
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;04 Almería;129
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;01 Araba/Álava;69
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;33 Asturias;293
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;05 Ávila;57
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;06 Badajoz;177
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;08 Barcelona;1.181
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;48 Bizkaia;190
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;09 Burgos;74
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;10 Cáceres;123
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;11 Cádiz;258
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;39 Cantabria;113
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;12 Castellón/Castelló;107
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;13 Ciudad Real;173
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;14 Córdoba;216
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;15 Coruña, A;269
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;16 Cuenca;70
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;20 Gipuzkoa;141
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;17 Girona;191
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;18 Granada;185
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;19 Guadalajara;41
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;21 Huelva;98
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;22 Huesca;44
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;23 Jaén;199
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;24 León;129
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;25 Lleida;104
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;27 Lugo;109
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;28 Madrid;1.004
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;29 Málaga;309
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;30 Murcia;337
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;31 Navarra;111
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;32 Ourense;111
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;34 Palencia;45
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;36 Pontevedra;198
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;26 Rioja, La;63
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;37 Salamanca;103
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;40 Segovia;39
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;41 Sevilla;332
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;42 Soria;16
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;43 Tarragona;175
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;44 Teruel;38
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;45 Toledo;177
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;46 Valencia/València;514
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;47 Valladolid;97
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;49 Zamora;59
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;50 Zaragoza;216
065 Asma;Hombres;02 Albacete;2
065 Asma;Hombres;03 Alicante/Alacant;5
065 Asma;Hombres;04 Almería;5
065 Asma;Hombres;01 Araba/Álava;3
065 Asma;Hombres;33 Asturias;12
065 Asma;Hombres;05 Ávila;1
065 Asma;Hombres;06 Badajoz;1
065 Asma;Hombres;08 Barcelona;11
065 Asma;Hombres;48 Bizkaia;6
065 Asma;Hombres;09 Burgos;1
065 Asma;Hombres;10 Cáceres;1
065 Asma;Hombres;11 Cádiz;4
065 Asma;Hombres;39 Cantabria;3
065 Asma;Hombres;12 Castellón/Castelló;3
065 Asma;Hombres;13 Ciudad Real;3
065 Asma;Hombres;14 Córdoba;2
065 Asma;Hombres;15 Coruña, A;4
065 Asma;Hombres;16 Cuenca;1
065 Asma;Hombres;20 Gipuzkoa;6
065 Asma;Hombres;17 Girona;3
065 Asma;Hombres;18 Granada;4
065 Asma;Hombres;19 Guadalajara;2
065 Asma;Hombres;21 Huelva;1
065 Asma;Hombres;22 Huesca;1
065 Asma;Hombres;23 Jaén;5
065 Asma;Hombres;24 León;2
065 Asma;Hombres;25 Lleida;0
065 Asma;Hombres;27 Lugo;2
065 Asma;Hombres;28 Madrid;6
065 Asma;Hombres;29 Málaga;3
065 Asma;Hombres;30 Murcia;9
065 Asma;Hombres;31 Navarra;7
065 Asma;Hombres;32 Ourense;3
065 Asma;Hombres;34 Palencia;0
065 Asma;Hombres;36 Pontevedra;3
065 Asma;Hombres;26 Rioja, La;0
065 Asma;Hombres;37 Salamanca;0
065 Asma;Hombres;40 Segovia;1
065 Asma;Hombres;41 Sevilla;7
065 Asma;Hombres;42 Soria;1
065 Asma;Hombres;43 Tarragona;3
065 Asma;Hombres;44 Teruel;0
065 Asma;Hombres;45 Toledo;1
065 Asma;Hombres;46 Valencia/València;5
065 Asma;Hombres;47 Valladolid;0
065 Asma;Hombres;49 Zamora;0
065 Asma;Hombres;50 Zaragoza;3
066 Insuficiencia respiratoria;Hombres;02 Albacete;6
066 Insuficiencia respiratoria;Hombres;03 Alicante/Alacant;36
066 Insuficiencia respiratoria;Hombres;04 Almería;8
066 Insuficiencia respiratoria;Hombres;01 Araba/Álava;10
066 Insuficiencia respiratoria;Hombres;33 Asturias;16
066 Insuficiencia respiratoria;Hombres;05 Ávila;3
066 Insuficiencia respiratoria;Hombres;06 Badajoz;13
066 Insuficiencia respiratoria;Hombres;08 Barcelona;121
066 Insuficiencia respiratoria;Hombres;48 Bizkaia;17
066 Insuficiencia respiratoria;Hombres;09 Burgos;8
066 Insuficiencia respiratoria;Hombres;10 Cáceres;3
066 Insuficiencia respiratoria;Hombres;11 Cádiz;26
066 Insuficiencia respiratoria;Hombres;39 Cantabria;7
066 Insuficiencia respiratoria;Hombres;12 Castellón/Castelló;13
066 Insuficiencia respiratoria;Hombres;13 Ciudad Real;6
066 Insuficiencia respiratoria;Hombres;14 Córdoba;24
066 Insuficiencia respiratoria;Hombres;15 Coruña, A;8
066 Insuficiencia respiratoria;Hombres;16 Cuenca;7
066 Insuficiencia respiratoria;Hombres;20 Gipuzkoa;7
066 Insuficiencia respiratoria;Hombres;17 Girona;9
066 Insuficiencia respiratoria;Hombres;18 Granada;61
066 Insuficiencia respiratoria;Hombres;19 Guadalajara;0
066 Insuficiencia respiratoria;Hombres;21 Huelva;17
066 Insuficiencia respiratoria;Hombres;22 Huesca;0
066 Insuficiencia respiratoria;Hombres;23 Jaén;29
066 Insuficiencia respiratoria;Hombres;24 León;15
066 Insuficiencia respiratoria;Hombres;25 Lleida;12
066 Insuficiencia respiratoria;Hombres;27 Lugo;3
066 Insuficiencia respiratoria;Hombres;28 Madrid;181
066 Insuficiencia respiratoria;Hombres;29 Málaga;31
066 Insuficiencia respiratoria;Hombres;30 Murcia;7
066 Insuficiencia respiratoria;Hombres;31 Navarra;4
066 Insuficiencia respiratoria;Hombres;32 Ourense;2
066 Insuficiencia respiratoria;Hombres;34 Palencia;5
066 Insuficiencia respiratoria;Hombres;36 Pontevedra;4
066 Insuficiencia respiratoria;Hombres;26 Rioja, La;0
066 Insuficiencia respiratoria;Hombres;37 Salamanca;8
066 Insuficiencia respiratoria;Hombres;40 Segovia;4
066 Insuficiencia respiratoria;Hombres;41 Sevilla;23
066 Insuficiencia respiratoria;Hombres;42 Soria;1
066 Insuficiencia respiratoria;Hombres;43 Tarragona;19
066 Insuficiencia respiratoria;Hombres;44 Teruel;0
066 Insuficiencia respiratoria;Hombres;45 Toledo;7
066 Insuficiencia respiratoria;Hombres;46 Valencia/València;60
066 Insuficiencia respiratoria;Hombres;47 Valladolid;7
066 Insuficiencia respiratoria;Hombres;49 Zamora;5
066 Insuficiencia respiratoria;Hombres;50 Zaragoza;1
067 Otras enfermedades del sistema respiratorio;Hombres;02 Albacete;96
067 Otras enfermedades del sistema respiratorio;Hombres;03 Alicante/Alacant;315
067 Otras enfermedades del sistema respiratorio;Hombres;04 Almería;114
067 Otras enfermedades del sistema respiratorio;Hombres;01 Araba/Álava;76
067 Otras enfermedades del sistema respiratorio;Hombres;33 Asturias;321
067 Otras enfermedades del sistema respiratorio;Hombres;05 Ávila;69
067 Otras enfermedades del sistema respiratorio;Hombres;06 Badajoz;197
067 Otras enfermedades del sistema respiratorio;Hombres;08 Barcelona;933
067 Otras enfermedades del sistema respiratorio;Hombres;48 Bizkaia;284
067 Otras enfermedades del sistema respiratorio;Hombres;09 Burgos;105
067 Otras enfermedades del sistema respiratorio;Hombres;10 Cáceres;127
067 Otras enfermedades del sistema respiratorio;Hombres;11 Cádiz;240
067 Otras enfermedades del sistema respiratorio;Hombres;39 Cantabria;66
067 Otras enfermedades del sistema respiratorio;Hombres;12 Castellón/Castelló;104
067 Otras enfermedades del sistema respiratorio;Hombres;13 Ciudad Real;161
067 Otras enfermedades del sistema respiratorio;Hombres;14 Córdoba;180
067 Otras enfermedades del sistema respiratorio;Hombres;15 Coruña, A;305
067 Otras enfermedades del sistema respiratorio;Hombres;16 Cuenca;70
067 Otras enfermedades del sistema respiratorio;Hombres;20 Gipuzkoa;131
067 Otras enfermedades del sistema respiratorio;Hombres;17 Girona;90
067 Otras enfermedades del sistema respiratorio;Hombres;18 Granada;182
067 Otras enfermedades del sistema respiratorio;Hombres;19 Guadalajara;42
067 Otras enfermedades del sistema respiratorio;Hombres;21 Huelva;80
067 Otras enfermedades del sistema respiratorio;Hombres;22 Huesca;58
067 Otras enfermedades del sistema respiratorio;Hombres;23 Jaén;153
067 Otras enfermedades del sistema respiratorio;Hombres;24 León;199
067 Otras enfermedades del sistema respiratorio;Hombres;25 Lleida;101
067 Otras enfermedades del sistema respiratorio;Hombres;27 Lugo;108
067 Otras enfermedades del sistema respiratorio;Hombres;28 Madrid;1.386
067 Otras enfermedades del sistema respiratorio;Hombres;29 Málaga;244
067 Otras enfermedades del sistema respiratorio;Hombres;30 Murcia;261
067 Otras enfermedades del sistema respiratorio;Hombres;31 Navarra;113
067 Otras enfermedades del sistema respiratorio;Hombres;32 Ourense;118
067 Otras enfermedades del sistema respiratorio;Hombres;34 Palencia;83
067 Otras enfermedades del sistema respiratorio;Hombres;36 Pontevedra;262
067 Otras enfermedades del sistema respiratorio;Hombres;26 Rioja, La;82
067 Otras enfermedades del sistema respiratorio;Hombres;37 Salamanca;133
067 Otras enfermedades del sistema respiratorio;Hombres;40 Segovia;60
067 Otras enfermedades del sistema respiratorio;Hombres;41 Sevilla;356
067 Otras enfermedades del sistema respiratorio;Hombres;42 Soria;28
067 Otras enfermedades del sistema respiratorio;Hombres;43 Tarragona;168
067 Otras enfermedades del sistema respiratorio;Hombres;44 Teruel;46
067 Otras enfermedades del sistema respiratorio;Hombres;45 Toledo;148
067 Otras enfermedades del sistema respiratorio;Hombres;46 Valencia/València;433
067 Otras enfermedades del sistema respiratorio;Hombres;47 Valladolid;91
067 Otras enfermedades del sistema respiratorio;Hombres;49 Zamora;73
067 Otras enfermedades del sistema respiratorio;Hombres;50 Zaragoza;158
068 Úlcera de estómago, duodeno y yeyuno;Hombres;02 Albacete;5
068 Úlcera de estómago, duodeno y yeyuno;Hombres;03 Alicante/Alacant;14
068 Úlcera de estómago, duodeno y yeyuno;Hombres;04 Almería;4
068 Úlcera de estómago, duodeno y yeyuno;Hombres;01 Araba/Álava;1
068 Úlcera de estómago, duodeno y yeyuno;Hombres;33 Asturias;3
068 Úlcera de estómago, duodeno y yeyuno;Hombres;05 Ávila;1
068 Úlcera de estómago, duodeno y yeyuno;Hombres;06 Badajoz;4
068 Úlcera de estómago, duodeno y yeyuno;Hombres;08 Barcelona;38
068 Úlcera de estómago, duodeno y yeyuno;Hombres;48 Bizkaia;7
068 Úlcera de estómago, duodeno y yeyuno;Hombres;09 Burgos;1
068 Úlcera de estómago, duodeno y yeyuno;Hombres;10 Cáceres;5
068 Úlcera de estómago, duodeno y yeyuno;Hombres;11 Cádiz;20
068 Úlcera de estómago, duodeno y yeyuno;Hombres;39 Cantabria;5
068 Úlcera de estómago, duodeno y yeyuno;Hombres;12 Castellón/Castelló;5
068 Úlcera de estómago, duodeno y yeyuno;Hombres;13 Ciudad Real;5
068 Úlcera de estómago, duodeno y yeyuno;Hombres;14 Córdoba;0
068 Úlcera de estómago, duodeno y yeyuno;Hombres;15 Coruña, A;5
068 Úlcera de estómago, duodeno y yeyuno;Hombres;16 Cuenca;2
068 Úlcera de estómago, duodeno y yeyuno;Hombres;20 Gipuzkoa;5
068 Úlcera de estómago, duodeno y yeyuno;Hombres;17 Girona;3
068 Úlcera de estómago, duodeno y yeyuno;Hombres;18 Granada;8
068 Úlcera de estómago, duodeno y yeyuno;Hombres;19 Guadalajara;0
068 Úlcera de estómago, duodeno y yeyuno;Hombres;21 Huelva;3
068 Úlcera de estómago, duodeno y yeyuno;Hombres;22 Huesca;2
068 Úlcera de estómago, duodeno y yeyuno;Hombres;23 Jaén;3
068 Úlcera de estómago, duodeno y yeyuno;Hombres;24 León;1
068 Úlcera de estómago, duodeno y yeyuno;Hombres;25 Lleida;1
068 Úlcera de estómago, duodeno y yeyuno;Hombres;27 Lugo;2
068 Úlcera de estómago, duodeno y yeyuno;Hombres;28 Madrid;30
068 Úlcera de estómago, duodeno y yeyuno;Hombres;29 Málaga;13
068 Úlcera de estómago, duodeno y yeyuno;Hombres;30 Murcia;12
068 Úlcera de estómago, duodeno y yeyuno;Hombres;31 Navarra;3
068 Úlcera de estómago, duodeno y yeyuno;Hombres;32 Ourense;2
068 Úlcera de estómago, duodeno y yeyuno;Hombres;34 Palencia;1
068 Úlcera de estómago, duodeno y yeyuno;Hombres;36 Pontevedra;0
068 Úlcera de estómago, duodeno y yeyuno;Hombres;26 Rioja, La;1
068 Úlcera de estómago, duodeno y yeyuno;Hombres;37 Salamanca;2
068 Úlcera de estómago, duodeno y yeyuno;Hombres;40 Segovia;1
068 Úlcera de estómago, duodeno y yeyuno;Hombres;41 Sevilla;7
068 Úlcera de estómago, duodeno y yeyuno;Hombres;42 Soria;2
068 Úlcera de estómago, duodeno y yeyuno;Hombres;43 Tarragona;5
068 Úlcera de estómago, duodeno y yeyuno;Hombres;44 Teruel;2
068 Úlcera de estómago, duodeno y yeyuno;Hombres;45 Toledo;4
068 Úlcera de estómago, duodeno y yeyuno;Hombres;46 Valencia/València;21
068 Úlcera de estómago, duodeno y yeyuno;Hombres;47 Valladolid;1
068 Úlcera de estómago, duodeno y yeyuno;Hombres;49 Zamora;2
068 Úlcera de estómago, duodeno y yeyuno;Hombres;50 Zaragoza;11
069 Enteritis y colitis no infecciosas;Hombres;02 Albacete;2
069 Enteritis y colitis no infecciosas;Hombres;03 Alicante/Alacant;8
069 Enteritis y colitis no infecciosas;Hombres;04 Almería;1
069 Enteritis y colitis no infecciosas;Hombres;01 Araba/Álava;1
069 Enteritis y colitis no infecciosas;Hombres;33 Asturias;2
069 Enteritis y colitis no infecciosas;Hombres;05 Ávila;0
069 Enteritis y colitis no infecciosas;Hombres;06 Badajoz;1
069 Enteritis y colitis no infecciosas;Hombres;08 Barcelona;21
069 Enteritis y colitis no infecciosas;Hombres;48 Bizkaia;5
069 Enteritis y colitis no infecciosas;Hombres;09 Burgos;1
069 Enteritis y colitis no infecciosas;Hombres;10 Cáceres;0
069 Enteritis y colitis no infecciosas;Hombres;11 Cádiz;3
069 Enteritis y colitis no infecciosas;Hombres;39 Cantabria;0
069 Enteritis y colitis no infecciosas;Hombres;12 Castellón/Castelló;3
069 Enteritis y colitis no infecciosas;Hombres;13 Ciudad Real;3
069 Enteritis y colitis no infecciosas;Hombres;14 Córdoba;2
069 Enteritis y colitis no infecciosas;Hombres;15 Coruña, A;1
069 Enteritis y colitis no infecciosas;Hombres;16 Cuenca;0
069 Enteritis y colitis no infecciosas;Hombres;20 Gipuzkoa;1
069 Enteritis y colitis no infecciosas;Hombres;17 Girona;0
069 Enteritis y colitis no infecciosas;Hombres;18 Granada;3
069 Enteritis y colitis no infecciosas;Hombres;19 Guadalajara;0
069 Enteritis y colitis no infecciosas;Hombres;21 Huelva;1
069 Enteritis y colitis no infecciosas;Hombres;22 Huesca;0
